ID,"LICENSE ID","ACCOUNT NUMBER","SITE NUMBER","LEGAL NAME","DOING BUSINESS AS NAME",ADDRESS,CITY,STATE,"ZIP CODE",WARD,PRECINCT,"WARD PRECINCT","POLICE DISTRICT","LICENSE CODE","LICENSE DESCRIPTION","BUSINESS ACTIVITY ID","BUSINESS ACTIVITY","LICENSE NUMBER","APPLICATION TYPE","APPLICATION CREATED DATE","APPLICATION REQUIREMENTS COMPLETE","PAYMENT DATE","CONDITIONAL APPROVAL","LICENSE TERM START DATE","LICENSE TERM EXPIRATION DATE","LICENSE APPROVED FOR ISSUANCE","DATE ISSUED","LICENSE STATUS","LICENSE STATUS CHANGE DATE",SSA,LATITUDE,LONGITUDE,LOCATION,DI_CreateDate,DI_WorkflowFileName,APPLICATION_CREATED_DATE_CONVERTED,PAYMENT_DATE_CONVERTED,"LICENSE_TERM_START DATE_CONVERTED","LICENSE TERM EXPIRATION DATE CONVERTED","DATE ISSUED CONVERTED","LICENSE STATUS CHANGE DATE CONVERTED"
1649036-20070216,1783375,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1050,"Public Place of Amusement",743,"Provides Onsite Amusement or Entertainment",1649036,RENEW,NULL,12/20/2006,01/22/2007,N,02/16/2007,05/15/2008,01/22/2007,01/23/2007,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2007-01-22 00:00:00","2007-02-16 00:00:00","2008-05-15 00:00:00","2007-01-23 00:00:00",NULL
53884-20180516,2585346,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",53884,RENEW,NULL,03/15/2018,05/18/2018,N,05/16/2018,07/15/2020,05/18/2018,05/18/2018,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2018-05-18 00:00:00","2018-05-16 00:00:00","2020-07-15 00:00:00","2018-05-18 00:00:00",NULL
2846299-20220512,2846299,485755,1,"BAD AT PETTING CATS LLC",TRASH,"1801 S RACINE AVE",CHICAGO,IL,60608,25,28,25-28,12,1010,"Limited Business License",911,"Retail Sales of Clothing / Accessories / Shoes",2846299,ISSUE,05/12/2022,05/12/2022,05/12/2022,N,05/12/2022,05/15/2024,05/12/2022,05/12/2022,AAI,NULL,NULL,41.857888101,-87.6562803,"(41.85788810064681, -87.65628029976024)","2022-10-06 12:53:44",test,"2022-05-12 00:00:00","2022-05-12 00:00:00","2022-05-12 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
2084514-20150316,2378131,360296,1,"PRECISION PLUMBING SERVICES INC","PRECISION PLUMBING SERVICES INC","1051 N MAIN  ST  E",LOMBARD,IL,60148,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,2084514,RENEW,NULL,01/16/2015,02/20/2015,N,03/16/2015,03/15/2017,02/20/2015,02/23/2015,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2015-02-20 00:00:00","2015-03-16 00:00:00","2017-03-15 00:00:00","2015-02-23 00:00:00",NULL
1649036-20140516,2316538,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1050,"Public Place of Amusement",743,"Provides Onsite Amusement or Entertainment",1649036,RENEW,NULL,03/15/2014,07/18/2014,N,05/16/2014,05/15/2016,07/18/2014,07/18/2014,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2014-07-18 00:00:00","2014-05-16 00:00:00","2016-05-15 00:00:00","2014-07-18 00:00:00",NULL
23011-20210416,2772472,63414,2,"STARBUCKS CORPORATION","STARBUCKS COFFEE #221","400 W MADISON ST  TWO N",CHICAGO,IL,60606,42,21,42-21,1,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",23011,RENEW,NULL,02/15/2021,04/26/2021,N,04/16/2021,04/15/2023,04/26/2021,04/26/2021,AAC,05/12/2022,NULL,41.882007859,-87.638245404,"(41.882007858778465, -87.63824540361531)","2022-10-06 12:53:44",test,NULL,"2021-04-26 00:00:00","2021-04-16 00:00:00","2023-04-15 00:00:00","2021-04-26 00:00:00","2022-05-12 00:00:00"
2469258-20220616,2844298,406642,1,"KW MANAGEMENT, INC.","SALON O SIXTY-FIVE","3 E HURON ST 2ND",CHICAGO,IL,60611,42,56,42-56,18,1010,"Limited Business License","894 | 896 | 904","Hair Services | Skincare Services | Retail Sales of General Merchandise",2469258,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.894768572,-87.627996585,"(41.89476857213306, -87.6279965854806)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
48105-20200516,2719867,56261,1,"HALCON CORPORATION","HALCON CORPORATION","222 W MERCHANDISE MART PLZ 10TH 10-121",CHICAGO,IL,60654,42,14,42-14,18,1010,"Limited Business License",NULL,NULL,48105,RENEW,NULL,03/15/2020,02/21/2022,N,05/16/2020,05/15/2022,02/21/2022,05/12/2022,AAI,NULL,NULL,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)","2022-10-06 12:53:44",test,NULL,"2022-02-21 00:00:00","2020-05-16 00:00:00","2022-05-15 00:00:00","2022-05-12 00:00:00",NULL
2846209-20220512,2846209,485687,1,"AVS Clinical LLC","AVS Clinical LLC","1170 W FARWELL AVE  D",CHICAGO,IL,60626,49,NULL,49-,NULL,4404,"Regulated Business License",719,"Professional Consulting (Home Based Business)",2846209,ISSUE,05/11/2022,05/11/2022,05/11/2022,N,05/12/2022,05/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,42.006882235,-87.660913904,"(42.00688223512057, -87.66091390366002)","2022-10-06 12:53:44",test,"2022-05-11 00:00:00","2022-05-11 00:00:00","2022-05-12 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
1574644-20060327,1574644,273121,2,"ALL-BRY CONSTRUCTION CO.","ALL-BRY CONSTRUCTION CO.","16W455 S FRONTAGE RD  111","BURR RIDGE",IL,60527,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1574644,ISSUE,01/19/2005,03/18/2005,03/24/2006,N,03/27/2006,02/15/2007,03/24/2006,03/27/2006,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,"2005-01-19 00:00:00","2006-03-24 00:00:00","2006-03-27 00:00:00","2007-02-15 00:00:00","2006-03-27 00:00:00",NULL
2664938-20220516,2839216,416351,4,"SIREN RETAIL CORPORATION","STARBUCKS RESERVE ROASTERY CHICAGO","646 N MICHIGAN AVE 1-5",CHICAGO,IL,60611,42,22,42-22,18,1050,"Public Place of Amusement",746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2664938,RENEW,NULL,03/15/2022,04/08/2022,N,05/16/2022,05/15/2024,05/12/2022,05/12/2022,AAI,NULL,NULL,41.893973347,-87.624381519,"(41.89397334746711, -87.62438151862536)","2022-10-06 12:53:44",test,NULL,"2022-04-08 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
2308919-20220216,2826113,388114,1,"VC MANAGEMENT, LLC","VC MANAGEMENT, LLC","10 S RIVERSIDE PLZ 14TH 1400",CHICAGO,IL,60606,42,12,42-12,1,1010,"Limited Business License",897,"Financial Services Commercial Office",2308919,RENEW,NULL,12/15/2021,02/14/2022,N,02/16/2022,02/15/2024,02/14/2022,05/12/2022,AAI,NULL,NULL,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)","2022-10-06 12:53:44",test,NULL,"2022-02-14 00:00:00","2022-02-16 00:00:00","2024-02-15 00:00:00","2022-05-12 00:00:00",NULL
2457715-20220616,2842122,35162,5,"CHICAGO ORIENTAL WHOLESALE MARKET, INC.","CHICAGO ORIENTAL WHOLESALE MARKET, INC.","1902 S LUMBER ST 1ST",CHICAGO,IL,60616,25,6,25-6,12,1007,"Wholesale Food Establishment","642 | 864","Direct Food Sales to Businesses | Wholesale Food Sales",2457715,RENEW,NULL,04/15/2022,05/12/2022,N,06/16/2022,06/15/2024,05/12/2022,05/12/2022,AAI,NULL,NULL,41.856718776,-87.637081637,"(41.85671877622936, -87.63708163715695)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
11601-20060216,1651514,5457,2,"VIDEOTEC CORP","VIDEOTEC CORP","9801  SPRING   1","HIGHLAND PARK",IN,46322,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,11601,RENEW,NULL,12/21/2005,02/15/2006,N,02/16/2006,02/15/2007,02/15/2006,02/16/2006,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2006-02-15 00:00:00","2006-02-16 00:00:00","2007-02-15 00:00:00","2006-02-16 00:00:00",NULL
24101-20150316,2375559,29956,1,"B.A.P. ENTERPRISES INC.","B.A.P. ENTERPRISES INC.","14235  COTTAGE GROVE   1",DOLTON,IL,60419,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,24101,RENEW,NULL,01/16/2015,02/20/2015,N,03/16/2015,03/15/2017,02/20/2015,02/23/2015,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2015-02-20 00:00:00","2015-03-16 00:00:00","2017-03-15 00:00:00","2015-02-23 00:00:00",NULL
1769483-20210316,2768547,216171,2,"AMERICAN HOIST & MAN LIFT, INC.","AMERICAN HOIST & MAN LIFT, INC.","15811 S ANNICO DR  UNIT 5","HOMER GLEN",IL,60491,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1769483,RENEW,NULL,01/15/2021,03/04/2021,N,03/16/2021,03/15/2023,03/04/2021,03/16/2021,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2021-03-04 00:00:00","2021-03-16 00:00:00","2023-03-15 00:00:00","2021-03-16 00:00:00",NULL
2846419-20220513,2846419,485828,1,"DAVID E BOCK","DAVID E BOCK","401 S ELLIS",BENSENVILLE,IL,60106,NULL,NULL,NULL,NULL,4406,"Peddler License",819,"Street Performer, Moving Along the Public Way",2846419,ISSUE,05/13/2022,05/13/2022,05/13/2022,N,05/13/2022,05/15/2024,NULL,05/13/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,"2022-05-13 00:00:00","2022-05-13 00:00:00","2022-05-13 00:00:00","2024-05-15 00:00:00","2022-05-13 00:00:00",NULL
55012-20070216,1775066,14028,2,"BBJ RENTALS INC","BBJ BOUTIQUE LINENS","7855  GROSS PT RD  G-6",SKOKIE,IL,60077,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,55012,RENEW,NULL,12/20/2006,01/29/2007,N,02/16/2007,03/15/2008,01/29/2007,01/30/2007,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2007-01-29 00:00:00","2007-02-16 00:00:00","2008-03-15 00:00:00","2007-01-30 00:00:00",NULL
1357681-20210316,2768778,264135,1,"TANK TECH INC.","TANK TECH","3897  STATE HWY. H",BLODGETT,MO,63824,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1357681,RENEW,NULL,01/15/2021,03/15/2021,N,03/16/2021,03/15/2023,03/15/2021,03/16/2021,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2021-03-15 00:00:00","2021-03-16 00:00:00","2023-03-15 00:00:00","2021-03-16 00:00:00",NULL
1544018-20150416,2382611,283364,1,"MCMECHANICAL CONTRACTORS INC.","MCMECHANICAL CONTRACTORS","15774 S LAGRANGE RD  245","ORLAND PARK",IL,60462,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1544018,RENEW,NULL,02/15/2015,02/24/2015,N,04/16/2015,04/15/2017,02/24/2015,02/25/2015,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2015-02-24 00:00:00","2015-04-16 00:00:00","2017-04-15 00:00:00","2015-02-25 00:00:00",NULL
45443-20150416,2380716,16551,1,"CUSTOM CONTRACTING LIMITED","CUSTOM CONTRACTING LTD.","21020 N RAND RD  D","LAKE ZURICH",IL,60047,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,45443,RENEW,NULL,02/15/2015,02/24/2015,N,04/16/2015,04/15/2017,02/24/2015,02/25/2015,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2015-02-24 00:00:00","2015-04-16 00:00:00","2017-04-15 00:00:00","2015-02-25 00:00:00",NULL
2397763-20200516,2721570,369504,13,"COFFEE HOUSE HOLDINGS, INC.","STARBUCKS COFFEE #11719","116 S HALSTED ST 1ST",CHICAGO,IL,60661,27,58,27-58,12,1006,"Retail Food Establishment",781,"Sale of Food Prepared Onsite With Dining Area",2397763,RENEW,NULL,03/15/2020,04/22/2020,N,05/16/2020,05/15/2022,04/22/2020,04/24/2020,AAC,05/13/2022,16,41.879942323,-87.647452744,"(41.8799423230123, -87.64745274382807)","2022-10-06 12:53:44",test,NULL,"2020-04-22 00:00:00","2020-05-16 00:00:00","2022-05-15 00:00:00","2020-04-24 00:00:00","2022-05-13 00:00:00"
2157525-20200516,2721563,369504,2,"COFFEE HOUSE HOLDINGS, INC.","STARBUCKS COFFEE #16309","200 S MICHIGAN AVE",CHICAGO,IL,60604,42,33,42-33,1,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",2157525,RENEW,NULL,03/15/2020,04/22/2020,N,05/16/2020,05/15/2022,04/22/2020,04/24/2020,AAC,05/13/2022,NULL,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)","2022-10-06 12:53:44",test,NULL,"2020-04-22 00:00:00","2020-05-16 00:00:00","2022-05-15 00:00:00","2020-04-24 00:00:00","2022-05-13 00:00:00"
2846426-20220513,2846426,485831,1,"SPELLBOUND GAMES LLC","SPELLBOUND GAMES","3321 W PIERCE AVE 1ST 1",CHICAGO,IL,60651,26,12,26-12,14,4404,"Regulated Business License",722,"Online Sales (Home Based Business)",2846426,ISSUE,05/13/2022,05/13/2022,05/13/2022,N,05/13/2022,05/15/2024,05/13/2022,05/13/2022,AAI,NULL,NULL,41.909041565,-87.710317319,"(41.90904156504746, -87.71031731911783)","2022-10-06 12:53:44",test,"2022-05-13 00:00:00","2022-05-13 00:00:00","2022-05-13 00:00:00","2024-05-15 00:00:00","2022-05-13 00:00:00",NULL
1517414-20100216,2011555,279319,1,"4301 N Sheridan, LLC","4301 N Sheridan, LLC","350 W HUBBARD  3 300",CHICAGO,IL,60610,42,67,42-67,18,1020,"Residential Real Estate Developer",NULL,NULL,1517414,RENEW,NULL,12/16/2009,03/19/2010,N,02/16/2010,02/15/2012,02/10/2010,06/16/2011,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2010-03-19 00:00:00","2010-02-16 00:00:00","2012-02-15 00:00:00","2011-06-16 00:00:00",NULL
2398562-20200516,2721572,369504,15,"COFFEE HOUSE HOLDINGS, INC.","STARBUCKS COFFEE #17743","6108 N WESTERN AVE 1",CHICAGO,IL,60659,40,8,40-8,24,1006,"Retail Food Establishment",735,"Preparation of Food and Dining on Premise With Seating",2398562,RENEW,NULL,03/15/2020,04/22/2020,N,05/16/2020,05/15/2022,04/22/2020,04/24/2020,AAC,05/13/2022,NULL,41.992587488,-87.689862154,"(41.99258748774938, -87.6898621543762)","2022-10-06 12:53:44",test,NULL,"2020-04-22 00:00:00","2020-05-16 00:00:00","2022-05-15 00:00:00","2020-04-24 00:00:00","2022-05-13 00:00:00"
2840994-20220419,2840994,455851,2,"XS TENNIS & EDUCATION FOUNDATION","BRIDGERTON THE QUEENS BALL","5336 S STATE ST",CHICAGO,IL,60609,3,16,3-16,2,1058,"Indoor Special Event",892,"Indoor Special Event",2840994,ISSUE,04/06/2022,04/08/2022,05/13/2022,N,04/19/2022,05/20/2022,04/19/2022,04/19/2022,AAI,NULL,NULL,41.797200279,-87.625913914,"(41.79720027934307, -87.62591391377782)","2022-10-06 12:53:44",test,"2022-04-06 00:00:00","2022-05-13 00:00:00","2022-04-19 00:00:00","2022-05-20 00:00:00","2022-04-19 00:00:00",NULL
1621352-20051116,1644756,294754,1,"CORKY, INC","CORKY, INC","7044 N CLARK ST",CHICAGO,IL,60626,49,3,49-3,24,1010,"Limited Business License",NULL,NULL,1621352,RENEW,NULL,09/22/2005,11/16/2005,N,11/16/2005,11/15/2006,11/16/2005,11/18/2005,AAI,NULL,24,42.010303018,-87.6744012,"(42.01030301777198, -87.67440119990874)","2022-10-06 12:53:44",test,NULL,"2005-11-16 00:00:00","2005-11-16 00:00:00","2006-11-15 00:00:00","2005-11-18 00:00:00",NULL
2218735-20121231,2218735,354360,1,"LIFE SPICE AND INGREDIENTS LLC","LIFE SPICE AND INGREDIENTS LLC","1150 N LAKE SHORE DR 24 24H",CHICAGO,IL,60611,2,NULL,2-,NULL,4404,"Regulated Business License",724,"Other Home Based Businesses",2218735,ISSUE,NULL,NULL,NULL,N,12/31/2012,07/15/2012,NULL,12/31/2012,AAI,NULL,NULL,41.903877323,-87.62511802,"(41.903877323452015, -87.6251180197913)","2022-10-06 12:53:44",test,NULL,NULL,"2012-12-31 00:00:00","2012-07-15 00:00:00","2012-12-31 00:00:00",NULL
52210-20220616,2841841,17610,1,"AGA DONUTS INC","DUNKIN DONUTS INC","1441 W MONTROSE AVE",CHICAGO,IL,60613,47,41,47-41,19,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",52210,RENEW,NULL,04/15/2022,05/12/2022,N,06/16/2022,06/15/2024,05/12/2022,05/13/2022,AAI,NULL,31,41.961517319,-87.666571611,"(41.96151731907338, -87.66657161086611)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-13 00:00:00",NULL
2391629-20200516,2721568,369504,10,"COFFEE HOUSE HOLDINGS, INC.","STARBUCKS COFFEE # 272","2525 N CLARK ST 1",CHICAGO,IL,60614,43,27,43-27,19,1006,"Retail Food Establishment",781,"Sale of Food Prepared Onsite With Dining Area",2391629,RENEW,NULL,03/15/2020,04/22/2020,N,05/16/2020,05/15/2022,04/22/2020,04/24/2020,AAC,05/13/2022,23,41.92854129,-87.642076344,"(41.928541289666775, -87.64207634430801)","2022-10-06 12:53:44",test,NULL,"2020-04-22 00:00:00","2020-05-16 00:00:00","2022-05-15 00:00:00","2020-04-24 00:00:00","2022-05-13 00:00:00"
2142220-20200516,2721564,369504,3,"COFFEE HOUSE HOLDINGS, INC.","STARBUCKS COFFEE","1003-1005 N RUSH ST 1-2",CHICAGO,IL,60611,42,24,42-24,18,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",2142220,RENEW,NULL,03/15/2020,04/22/2020,N,05/16/2020,05/15/2022,04/22/2020,04/24/2020,AAC,05/13/2022,NULL,41.900886707,-87.627416234,"(41.9008867067491, -87.62741623392772)","2022-10-06 12:53:44",test,NULL,"2020-04-22 00:00:00","2020-05-16 00:00:00","2022-05-15 00:00:00","2020-04-24 00:00:00","2022-05-13 00:00:00"
2528883-20220516,2837835,315989,2,"THE STONE AND METAL GROUP LLC","THE STONE AND METAL GROUP, LLC","1624 S CLINTON ST 1",CHICAGO,IL,60616,25,6,25-6,12,1010,"Limited Business License",708,"Miscellaneous Commercial Services",2528883,RENEW,NULL,03/15/2022,05/13/2022,N,05/16/2022,05/15/2024,05/13/2022,05/13/2022,AAI,NULL,NULL,41.859237563,-87.641072153,"(41.85923756255329, -87.64107215304632)","2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-13 00:00:00",NULL
2423089-20200516,2721576,369504,21,"COFFEE HOUSE HOLDINGS, INC.","STARBUCKS COFFEE #15683","8 N MICHIGAN AVE 1",CHICAGO,IL,60602,42,33,42-33,1,1006,"Retail Food Establishment",781,"Sale of Food Prepared Onsite With Dining Area",2423089,RENEW,NULL,03/15/2020,04/22/2020,N,05/16/2020,05/15/2022,04/22/2020,04/24/2020,AAC,05/13/2022,NULL,41.882288177,-87.624517791,"(41.882288176801794, -87.62451779096743)","2022-10-06 12:53:44",test,NULL,"2020-04-22 00:00:00","2020-05-16 00:00:00","2022-05-15 00:00:00","2020-04-24 00:00:00","2022-05-13 00:00:00"
2427703-20211016,2806340,401278,1,"NATALIE BIRDSONG & AVA SELMON","NATURAL GIRL HAIR IMPORTS","1507 S STATE ST",CHICAGO,IL,60605,3,54,3-54,1,1010,"Limited Business License",904,"Retail Sales of General Merchandise",2427703,RENEW,NULL,08/15/2021,05/13/2022,N,10/16/2021,10/15/2023,05/13/2022,05/13/2022,AAI,NULL,NULL,41.861720399,-87.627136303,"(41.861720399098324, -87.62713630255305)","2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2021-10-16 00:00:00","2023-10-15 00:00:00","2022-05-13 00:00:00",NULL
1384312-20220216,2823851,19730,2,"CHICAGOLAND REMODELING INC","CHICAGOLAND REMODELING INC.","2130 N HARLEM AVE","ELMWOOD PARK",IL,60707,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1384312,RENEW,NULL,12/15/2021,05/12/2022,N,02/16/2022,02/15/2024,05/12/2022,05/13/2022,AAI,NULL,NULL,41.918965279,-87.806241259,"(41.91896527917429, -87.80624125859428)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-02-16 00:00:00","2024-02-15 00:00:00","2022-05-13 00:00:00",NULL
2845614-20220502,2845614,256981,67,"CBRE, INC.","CBRE, INC.","400 N ABERDEEN ST",CHICAGO,IL,60642,27,NULL,27-,NULL,1010,"Limited Business License",1078,"Property Management / Real Estate Management",2845614,ISSUE,04/28/2022,04/28/2022,04/29/2022,N,05/02/2022,09/15/2023,04/29/2022,05/02/2022,AAI,NULL,NULL,41.889016769,-87.654715537,"(41.889016769101346, -87.65471553708831)","2022-10-06 12:53:44",test,"2022-04-28 00:00:00","2022-04-29 00:00:00","2022-05-02 00:00:00","2023-09-15 00:00:00","2022-05-02 00:00:00",NULL
1224198-20220616,2842568,230409,1,"AMK OF ILLINOIS, LTD.","SNAPPY CONVENIENCE CENTER #5","2477 S ARCHER AVE",CHICAGO,IL,60616,11,50,11-50,9,1275,"Filling Station",666,"Operation of a Fuel Filling Station",1224198,RENEW,NULL,04/15/2022,05/12/2022,N,06/16/2022,06/15/2024,05/12/2022,05/13/2022,AAI,NULL,NULL,41.84755805,-87.645495992,"(41.84755805016441, -87.64549599168248)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-13 00:00:00",NULL
1892538-20220516,2837873,328301,1,"DESIGN INDUSTRIES FOUNDATION FIGHTING AIDS/CHICAGO, INC.","DESIGN INDUSTRIES FOUNDATION FIGHTING AIDS/CHICAGO, INC.","222 W MERCHANDISE MART PLZ 16TH 1647 A",CHICAGO,IL,60654,42,14,42-14,18,1625,Raffles,720,"Not-For-Profit Selling Raffles for Prizes of $50 or More",1892538,RENEW,NULL,03/15/2022,05/12/2022,N,05/16/2022,05/15/2023,05/12/2022,05/13/2022,AAI,NULL,NULL,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-05-16 00:00:00","2023-05-15 00:00:00","2022-05-13 00:00:00",NULL
23230-20220616,2842048,29693,1,"SUPERIOR FRESH INC","SUPERIOR FRESH INC","1800 S CANAL ST  1",CHICAGO,IL,60616,25,6,25-6,12,1010,"Limited Business License",925,"Miscellaneous Wholesale",23230,RENEW,NULL,04/15/2022,05/13/2022,N,06/16/2022,06/15/2024,05/13/2022,05/13/2022,AAI,NULL,NULL,41.857564071,-87.639078911,"(41.8575640708192, -87.63907891057912)","2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-13 00:00:00",NULL
2205792-20220616,2842501,213476,1,"LAKE SHORE HOSPITALITY INC.","Best Western Plus  Chicago Lake Shore / Lake Shore Cafe","4900 S CHICAGO BEACH DR 1-4",CHICAGO,IL,60615,5,22,5-22,2,4404,"Regulated Business License",676,"Hotel - 7 or More Sleeping Rooms",2205792,RENEW,NULL,04/15/2022,05/12/2022,N,06/16/2022,06/15/2024,05/12/2022,05/13/2022,AAI,NULL,NULL,41.806170388,-87.585799573,"(41.806170387632804, -87.58579957251453)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-13 00:00:00",NULL
2846436-20220513,2846436,485836,1,"SERGIO I RODRIGUEZ","SERGIO I RODRIGUEZ","3640 W 66TH PL",CHICAGO,IL,60629,13,30,13-30,8,4406,"Peddler License",819,"Street Performer, Moving Along the Public Way",2846436,ISSUE,05/13/2022,05/13/2022,05/13/2022,N,05/13/2022,05/15/2024,NULL,05/13/2022,AAI,NULL,NULL,41.772518934,-87.71439741,"(41.77251893402597, -87.71439740981813)","2022-10-06 12:53:44",test,"2022-05-13 00:00:00","2022-05-13 00:00:00","2022-05-13 00:00:00","2024-05-15 00:00:00","2022-05-13 00:00:00",NULL
1336349-20220516,2837345,260124,1,"FABRICUT INC.","FABRICUT INC.","222 W MERCHANDISE MART PLZ  6-152",CHICAGO,IL,60654,42,14,42-14,18,1010,"Limited Business License",NULL,NULL,1336349,RENEW,NULL,03/15/2022,05/12/2022,N,05/16/2022,05/15/2024,05/12/2022,05/13/2022,AAI,NULL,NULL,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-13 00:00:00",NULL
1909063-20220516,2837928,332129,1,"DELI MANAGEMENT INC.","JASON'S DELI","1258 S CANAL ST 1ST",CHICAGO,IL,60607,11,28,11-28,1,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",1909063,RENEW,NULL,03/15/2022,05/12/2022,N,05/16/2022,05/15/2024,05/12/2022,05/13/2022,AAI,NULL,NULL,41.865651182,-87.639344631,"(41.86565118211974, -87.63934463078186)","2022-10-06 12:53:44",test,NULL,"2022-05-12 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-13 00:00:00",NULL
2846201-20220513,2846201,485683,1,"PLS Investment Property of Illinois, LLC","PLS Investment Property of Illinois","1 S WACKER DR 36 36",CHICAGO,IL,60606,42,NULL,42-,NULL,1010,"Limited Business License","602 | 1078","Administrative Commercial Office | Property Management / Real Estate Management",2846201,ISSUE,05/11/2022,05/11/2022,05/13/2022,N,05/13/2022,05/15/2024,05/13/2022,05/13/2022,AAI,NULL,NULL,41.881886227,-87.63661833,"(41.88188622746245, -87.63661833048015)","2022-10-06 12:53:44",test,"2022-05-11 00:00:00","2022-05-13 00:00:00","2022-05-13 00:00:00","2024-05-15 00:00:00","2022-05-13 00:00:00",NULL
